cliente_id,gasto_previo,antiguedad_cliente,num_usuarios,recibio_premium,renovo
927,10033.42,6,4,1,1
928,10034.30,6,4,1,1
929,10035.78,6,4,1,1
930,10034.53,6,4,1,1
931,10039.10,6,4,1,1
932,10037.10,6,4,1,1
933,10043.88,6,4,1,1
934,10033.61,6,4,1,1
935,10039.31,6,4,1,1
936,10031.40,6,4,1,1
937,10030.38,6,4,1,1
938,10033.40,6,4,1,1
939,10034.28,6,4,1,1
940,10035.76,6,4,1,1
941,10034.51,6,4,1,1
942,10039.08,6,4,1,1
943,10037.08,6,4,1,1
944,10043.86,6,4,1,1
945,10033.59,6,4,1,1
946,10039.29,6,4,1,1
947,10031.38,6,4,1,1
948,10030.36,6,4,1,1
949,10033.38,6,4,1,1
950,10034.26,6,4,1,1
951,10035.74,6,4,1,1
952,10034.49,6,4,1,1
953,10039.06,6,4,1,1
954,10037.06,6,4,1,1
955,10043.84,6,4,1,1
956,10033.57,6,4,1,1
957,10039.27,6,4,1,1
958,10031.36,6,4,1,1
959,10030.34,6,4,1,1
960,10033.36,6,4,1,1
961,10034.24,6,4,1,1
962,10035.72,6,4,1,1
963,10034.47,6,4,1,1
964,10039.04,6,4,1,1
965,10037.04,6,4,1,1
966,10043.82,6,4,1,1
967,10033.55,6,4,1,1
968,10039.25,6,4,1,1
969,10031.34,6,4,1,1
970,10030.32,6,4,1,1
971,10033.34,6,4,1,1
972,10034.22,6,4,1,1
973,10035.70,6,4,1,1
974,10034.45,6,4,1,1
975,10039.02,6,4,1,1
976,10037.02,6,4,1,1
977,10043.80,6,4,1,1
978,10033.53,6,4,1,1
979,10039.23,6,4,1,1
980,10031.32,6,4,1,1
981,10030.30,6,4,1,1
982,10033.32,6,4,1,1
983,10034.20,6,4,1,1
984,10035.68,6,4,1,1
985,10034.43,6,4,1,1
986,10039.00,6,4,1,1
987,10037.00,6,4,1,1
988,10043.78,6,4,1,1
989,10033.51,6,4,1,1
990,10039.21,6,4,1,1
991,10031.30,6,4,1,1
992,10030.28,6,4,1,1
993,10033.30,6,4,1,1
994,10034.18,6,4,1,1
995,10035.66,6,4,1,1
996,10034.41,6,4,1,1
997,10038.98,6,4,1,1
998,10036.98,6,4,1,1
999,10043.76,6,4,1,1
